dummy_condition,method_a,method_b,n_replicates,SHD_mean_diff,SHD_ci95_lo,SHD_ci95_hi,SHD_cohens_d,SHD_p_value,F1_mean_diff,F1_ci95_lo,F1_ci95_hi,F1_cohens_d,F1_p_value,Dir_F1_excluded_reason,n_oriented_excluded_reason,communication_bytes_mean_diff,communication_bytes_ci95_lo,communication_bytes_ci95_hi,communication_bytes_cohens_d,communication_bytes_p_value,runtime_sum_mean_diff,runtime_sum_ci95_lo,runtime_sum_ci95_hi,runtime_sum_cohens_d,runtime_sum_p_value,runtime_parallel_est_mean_diff,runtime_parallel_est_ci95_lo,runtime_parallel_est_ci95_hi,runtime_parallel_est_cohens_d,runtime_parallel_est_p_value,SHD_p_value_bh,F1_p_value_bh,communication_bytes_p_value_bh,runtime_sum_p_value_bh,runtime_parallel_est_p_value_bh
canonical_default,no_agg_equal,agg_equal,20,0.0,0.0,0.0,,,0.0,0.0,0.0,,,Dir_F1 involves structural-zero method no_agg_equal,n_oriented involves structural-zero method no_agg_equal,0.0,0.0,0.0,,,0.0034668803215026855,0.0029579628864346862,0.003975797756570684,3.1882380598341005,1.3385187795056204e-11,0.0034668803215026855,0.0029579628864346862,0.003975797756570684,3.1882380598341005,1.3385187795056204e-11,,,,1.3385187795056204e-11,1.3385187795056204e-11
