dummy_condition,method_a,method_b,n_replicates,SHD_mean_diff,SHD_ci95_lo,SHD_ci95_hi,SHD_cohens_d,SHD_p_value,F1_mean_diff,F1_ci95_lo,F1_ci95_hi,F1_cohens_d,F1_p_value,Dir_F1_mean_diff,Dir_F1_ci95_lo,Dir_F1_ci95_hi,Dir_F1_cohens_d,Dir_F1_p_value,n_oriented_mean_diff,n_oriented_ci95_lo,n_oriented_ci95_hi,n_oriented_cohens_d,n_oriented_p_value,communication_bytes_mean_diff,communication_bytes_ci95_lo,communication_bytes_ci95_hi,communication_bytes_cohens_d,communication_bytes_p_value,runtime_sum_mean_diff,runtime_sum_ci95_lo,runtime_sum_ci95_hi,runtime_sum_cohens_d,runtime_sum_p_value,runtime_parallel_est_mean_diff,runtime_parallel_est_ci95_lo,runtime_parallel_est_ci95_hi,runtime_parallel_est_cohens_d,runtime_parallel_est_p_value,SHD_p_value_bh,F1_p_value_bh,Dir_F1_p_value_bh,n_oriented_p_value_bh,communication_bytes_p_value_bh,runtime_sum_p_value_bh,runtime_parallel_est_p_value_bh
canonical_default,agg_equal,agg_consensus,20,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,-0.00030132532119750974,-0.0006853745805623652,8.272393816734572e-05,-0.3672044351101444,0.11699907862117587,-0.00030132532119750974,-0.0006853745805623652,8.272393816734572e-05,-0.3672044351101444,0.11699907862117587,,,,,,0.11699907862117587,0.11699907862117587
