scenario,rep,method,SHD,F1,Precision,Recall,n_oriented,Dir_Prec,Dir_Rec,Dir_F1,Comm,Runtime
p20_N100,6,local,32.4,0.3132263018909168,0.6733766227431655,0.20555555549845678,0,0.0,0.0,0.06721100384713039,8000,1.575437307357788
p20_N100,7,local,32.0,0.3136146155754894,0.7611188802789094,0.19999999994594594,0,0.0,0.0,0.018393233648462032,8000,1.556713342666626
p20_N100,8,local,31.6,0.29369230640394745,0.6870634913205784,0.188571428517551,0,0.0,0.0,0.03051281969162231,8000,1.2716426849365234
p20_N100,9,local,20.4,0.4846055056461543,0.8308158500909695,0.3428571427346939,0,0.0,0.0,0.1343345876799892,8000,0.8054840564727783
p20_N100,10,local,31.4,0.3902591643091313,0.8038095231199092,0.26153846147140036,0,0.0,0.0,0.07770295565745597,8000,1.0520081520080566
p20_N100,11,local,19.4,0.4906989444063125,0.8578144069937151,0.3481481480192044,0,0.0,0.0,0.14098762724053113,8000,0.9961211681365967
p20_N100,12,local,30.4,0.4083961532745294,0.8385173153354513,0.2717948717251808,0,0.0,0.0,0.10040575245686327,8000,1.2469396591186523
p20_N100,13,local,29.8,0.42730736001863223,0.915897435133218,0.27999999993,0,0.0,0.0,0.18398989690235906,8000,1.151200771331787
p20_N100,14,local,29.2,0.37426579936172744,0.7424242417865841,0.2514285713567347,0,0.0,0.0,0.12161756309243103,8000,1.1018157005310059
p20_N100,15,local,44.8,0.2585242579857593,0.587106226661912,0.16595744677320057,0,0.0,0.0,0.08241430527831015,8000,2.144648313522339
p20_N100,16,local,33.0,0.3900273985343803,0.8092307685962862,0.258536585302796,0,0.0,0.0,0.1115370479463813,8000,1.3136909008026123
p20_N100,17,local,33.4,0.391528465049387,0.8969963362409649,0.2511627906392645,0,0.0,0.0,0.10530339054121127,8000,1.4365050792694092
p20_N100,18,local,26.8,0.42085422257399985,0.8678071920107472,0.27999999992,0,0.0,0.0,0.138359520186326,8000,0.9693241119384766
p20_N100,19,local,32.0,0.38439363301402407,0.8387412580291056,0.2499999999375,0,0.0,0.0,0.05355291852194242,8000,1.3427214622497559
p20_N3000,0,local,25.4,0.5814739555696544,0.6653333330804345,0.5176470586712802,0,0.0,0.0,0.30212176518143574,8000,5.423578262329102
p20_N3000,1,local,29.2,0.6033467388593501,0.6421101772184087,0.5692307690848126,0,0.0,0.0,0.3551820109087737,8000,6.803054094314575
p20_N3000,2,local,27.2,0.6162763921261949,0.7598408134544207,0.5190476189240363,0,0.0,0.0,0.14815119603202132,8000,8.674533367156982
p20_N3000,3,local,30.8,0.553898072590916,0.635522022217258,0.49230769218145953,0,0.0,0.0,0.3000698774889095,8000,6.667182445526123
p20_N3000,4,local,22.2,0.6233158871338758,0.6134452901367153,0.6344827584019026,0,0.0,0.0,0.43945522490181227,8000,4.438784599304199
p20_N3000,5,local,19.6,0.6799647998513312,0.7394017091380198,0.6303030301120294,0,0.0,0.0,0.35742432529777646,8000,3.4799604415893555
p20_N3000,6,local,19.6,0.7135000271145981,0.7542326488376015,0.6777777775895062,0,0.0,0.0,0.36424909498159896,8000,3.289994716644287
p20_N3000,7,local,32.4,0.5525151186289138,0.6583866330792869,0.47619047607709747,0,0.0,0.0,0.280074287386813,8000,4.40093207359314
p20_N3000,8,local,34.6,0.486207752183636,0.577010230944662,0.4205128204049967,0,0.0,0.0,0.14366138392750352,8000,6.49668288230896
p20_N3000,9,local,23.4,0.6443327557287806,0.6899492231913139,0.6057142855412245,0,0.0,0.0,0.4217687030708338,8000,3.2433433532714844
p20_N3000,10,local,15.0,0.7747950036838691,0.7920066411227619,0.7588235291885813,0,0.0,0.0,0.2907534525741463,8000,3.056764602661133
p20_N3000,11,local,22.2,0.6361325525337255,0.6692775038740895,0.606249999810547,0,0.0,0.0,0.3766476921086762,8000,3.796466827392578
p20_N3000,12,local,36.0,0.5265324944163787,0.607664565641138,0.46511627896160085,0,0.0,0.0,0.225069979345813,8000,7.147863149642944
p20_N3000,13,local,25.6,0.636592885590486,0.7377604743582442,0.5599999998599999,0,0.0,0.0,0.27406220945394766,8000,5.07622766494751
p20_N3000,14,local,32.6,0.578754573699136,0.6705882350933207,0.5090909089752065,0,0.0,0.0,0.2655676240851551,8000,5.82463812828064
p20_N3000,15,local,13.0,0.7638383785635516,0.7786324783434623,0.7499999997321428,0,0.0,0.0,0.49943278039300687,8000,2.9448375701904297
p20_N3000,16,local,10.6,0.7977146810534188,0.8198498165288823,0.7777777774897119,0,0.0,0.0,0.5091753935355561,8000,2.3735408782958984
p20_N3000,17,local,28.2,0.6200091908308882,0.7405874249411986,0.5348837208058409,0,0.0,0.0,0.26826916855812416,8000,6.4399333000183105
p20_N3000,18,local,23.4,0.619171844757959,0.647276868257428,0.5937499998144531,0,0.0,0.0,0.33016249028586153,8000,3.8430490493774414
p20_N3000,19,local,23.2,0.6746439539197419,0.7720966252347576,0.5999999998499999,0,0.0,0.0,0.34499334908777185,8000,5.88007378578186
p20_N5000,0,local,27.4,0.5675665581399849,0.5925850750923333,0.5454545452892562,0,0.0,0.0,0.267718711953269,8000,3.858537435531616
p20_N5000,1,local,12.4,0.7829098555872511,0.7939792005941229,0.7724137928370987,0,0.0,0.0,0.49016752192297186,8000,3.6046173572540283
p20_N5000,2,local,19.2,0.6769233725134675,0.7903678926648086,0.5941176468840831,0,0.0,0.0,0.4660660408279752,8000,4.730633974075317
p20_N5000,3,local,26.6,0.6582246764595554,0.7382631255490267,0.5953488370708492,0,0.0,0.0,0.34043175691051103,8000,6.004748106002808
p20_N5000,4,local,28.8,0.599928901625921,0.6358975283569624,0.5684210524819945,0,0.0,0.0,0.31596668013074064,8000,6.774484634399414
p20_N5000,5,local,20.6,0.7185617856783316,0.7671337406600122,0.6769230767495069,0,0.0,0.0,0.4308940149944548,8000,4.770580768585205
p20_N5000,6,local,27.4,0.6226070785467638,0.6944892470977656,0.56499999985875,0,0.0,0.0,0.2715316351376915,8000,6.7258076667785645
p20_N5000,7,local,30.2,0.634572537339572,0.6802532125921096,0.5954545453192148,0,0.0,0.0,0.3012696943177324,8000,6.577592134475708
p20_N5000,8,local,16.6,0.756261993654545,0.7770388622314011,0.7371428569322449,0,0.0,0.0,0.36156784854470725,8000,4.63340163230896
p20_N5000,9,local,22.4,0.7200561011487444,0.7204681495560319,0.71999999982,0,0.0,0.0,0.32915859044570267,8000,4.888876438140869
p20_N5000,10,local,27.6,0.6386714644693662,0.7539556274720833,0.5545454544194215,0,0.0,0.0,0.24275936872889683,8000,5.92737603187561
p20_N5000,11,local,30.6,0.5793122984265162,0.6487596551753722,0.52499999986875,0,0.0,0.0,0.2306732447713821,8000,5.452440977096558
p20_N5000,12,local,26.0,0.63061872110807,0.7573577554850794,0.541463414502082,0,0.0,0.0,0.24585435184781007,8000,5.407564163208008
