scenario,method,SHD_mean,SHD_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Dir_F1_mean,Dir_F1_std,Dir_Prec_mean,Dir_Prec_std,Dir_Rec_mean,Dir_Rec_std,n_oriented_mean,n_oriented_std,Comm_mean,Comm_std,Runtime_mean,Runtime_std
p20_hetero_strong,centralized,22.7,7.707788269017255,0.7097037534633288,0.0749575906203502,0.6869543656732927,0.07017149716197302,0.7403911089473614,0.10310188961373756,0.3572493387200179,0.1509886128379966,0.6534294866319327,0.14439282562595862,0.25764275842001344,0.13126829614372632,13.2,4.675467891024384,0.0,0.0,23.218862175941467,13.955144566754953
p20_hetero_strong,local,22.639999999999997,7.445696743757431,0.6748107031051074,0.08654505138218793,0.7308996239983859,0.07110355296394509,0.6333262323079889,0.10868329305903902,0.3342963900653561,0.12030044912178238,0.0,0.0,0.0,0.0,0.0,0.0,315.875,12.655902773014654,4.918367350101471,1.7800024145890316
p20_hetero_strong,naive,21.9,7.1965269401288285,0.6776797601800176,0.0907024007533699,0.7510554967533118,0.06575973674980849,0.6238545468135288,0.11745104662519225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.875,12.655902773014654,0.00048683881759643556,0.0001324988912822205
p20_hetero_strong,fedpc_consensus,21.9,7.1965269401288285,0.6776797601800176,0.0907024007533699,0.7510554967533118,0.06575973674980849,0.6238545468135288,0.11745104662519225,0.29773547829701646,0.13021268876027128,0.4563467191349555,0.13137211504545487,0.23093017328875282,0.12341265727906812,17.55,4.790354892907205,315.875,12.655902773014654,0.0029365062713623048,0.0007358684926053191
p20_hetero_strong,fedpc_oracle,21.9,7.1965269401288285,0.6776797601800176,0.0907024007533699,0.7510554967533118,0.06575973674980849,0.6238545468135288,0.11745104662519225,0.29773547829701646,0.13021268876027128,0.4563467191349555,0.13137211504545487,0.23093017328875282,0.12341265727906812,17.55,4.790354892907205,315.875,12.655902773014654,0.0026031494140625,0.0007988362285332438
p20_tau0.3,centralized,29.25,11.282176208515802,0.6550146418878445,0.10608039914131727,0.6344438406770914,0.0878909494674289,0.6812753737762831,0.13503054015074412,0.3096845765713233,0.13981835955300484,0.6769794234318813,0.1729216355534793,0.20692169780076522,0.10527458744006235,11.25,3.5053530492662217,0.0,0.0,32.247956085205075,16.65508414001084
p20_tau0.3,local,27.490000000000002,9.783961365418406,0.6337675388586614,0.10183450797591576,0.6979100605784676,0.09003523669479312,0.5840939584650054,0.1137449876098055,0.30217216322976215,0.10748683448439382,0.0,0.0,0.0,0.0,0.0,0.0,325.375,15.99365108410209,6.1965981245040895,2.014910563518071
p20_tau0.3,naive,27.45,11.124185363432236,0.6517612900996104,0.11128510752221088,0.6856747912377064,0.11036112409645621,0.624312919436438,0.11956102321957694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.375,15.99365108410209,0.0005746006965637207,0.000187396358214062
p20_tau0.3,fedpc_consensus,27.45,11.124185363432236,0.6517612900996104,0.11128510752221088,0.6856747912377064,0.11036112409645621,0.624312919436438,0.11956102321957694,0.32063688928207745,0.11710808737904145,0.48752640322416124,0.11128567231706658,0.2468985419962883,0.10910756713824031,19.2,4.822862220714998,325.375,15.99365108410209,0.007267129421234131,0.015514005066524863
p20_tau0.3,fedpc_oracle,27.45,11.124185363432236,0.6517612900996104,0.11128510752221088,0.6856747912377064,0.11036112409645621,0.624312919436438,0.11956102321957694,0.32063688928207745,0.11710808737904145,0.48752640322416124,0.11128567231706658,0.2468985419962883,0.10910756713824031,19.2,4.822862220714998,325.375,15.99365108410209,0.0032152414321899416,0.0011103848294177982
