,SHD,SHD,F1,F1,Dir_F1,Dir_F1
,mean,std,mean,std,mean,std
scheme,,,,,,
size_aware,23.9,7.092620330871711,0.660666076263298,0.08179855306376724,0.3120148075394614,0.0954074880390668
squared_default,23.9,7.092620330871711,0.660666076263298,0.08179855306376724,0.3120148075394614,0.0954074880390668
temperature_0.1,24.15,7.205809060093553,0.6581005656955463,0.081504633999255,0.3093887088038372,0.09745785705603177
unsquared,23.9,7.092620330871711,0.660666076263298,0.08179855306376724,0.3120148075394614,0.0954074880390668
