,SHD,SHD,F1,F1,Precision,Precision,Recall,Recall
,mean,std,mean,std,mean,std,mean,std
target,,,,,,,,
base_dag,20.6,9.773217969209743,0.7068851996583285,0.1115925659318658,0.8098097480230905,0.07619852571760331,0.6365948593683106,0.13734018775657023
intersection,22.0,7.483314773547882,0.629199952136502,0.10244831898403095,0.619870633480954,0.08014596002178526,0.6507072598950115,0.14362831707310872
prevalence50,20.45,9.757453291553187,0.7084001393495698,0.11283145736129027,0.8098097480230905,0.07619852571760331,0.6391758395996099,0.14025679851611797
union,20.6,9.773217969209743,0.7068851996583285,0.1115925659318658,0.8098097480230905,0.07619852571760331,0.6365948593683106,0.13734018775657023
