condition,SHD_mean,SHD_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Dir_F1_mean,Dir_F1_std,Dir_Prec_mean,Dir_Prec_std,Dir_Rec_mean,Dir_Rec_std,n_oriented_mean,n_oriented_std
equalW_noSep,24.4,9.961927524329816,0.6559756155745472,0.11870472678675262,0.745966272601062,0.11243442434807979,0.5909767883578596,0.12878731622567585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consensusW_noSep,24.4,9.961927524329816,0.6559756155745472,0.11870472678675262,0.745966272601062,0.11243442434807979,0.5909767883578596,0.12878731622567585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equalW_equalSep,24.4,9.961927524329816,0.6559756155745472,0.11870472678675262,0.745966272601062,0.11243442434807979,0.5909767883578596,0.12878731622567585,0.2691403791606374,0.12599867674923673,0.44126122159137704,0.1616612413969225,0.2013866571810483,0.10874680948701494,17.4,5.342284155677232
consensusW_equalSep,24.4,9.961927524329816,0.6559756155745472,0.11870472678675262,0.745966272601062,0.11243442434807979,0.5909767883578596,0.12878731622567585,0.2691403791606374,0.12599867674923673,0.44126122159137704,0.1616612413969225,0.2013866571810483,0.10874680948701494,17.4,5.342284155677232
consensusW_consensusSep,24.4,9.961927524329816,0.6559756155745472,0.11870472678675262,0.745966272601062,0.11243442434807979,0.5909767883578596,0.12878731622567585,0.2691403791606374,0.12599867674923673,0.44126122159137704,0.1616612413969225,0.2013866571810483,0.10874680948701494,17.4,5.342284155677232
